,word,type,cefr,phon_br,phon_n_am,translation,definition,example
155,aim,verb,b1,/e?m/,/e?m/,旨在（尝试或计划达到某事）,to try or plan to achieve something,He has always aimed high (= tried to achieve a lot).
156,air,noun,a1,/e?(r)/,/er/,空气（包围地球并供我们呼吸的混合气体）,the mixture of gases that surrounds the earth and that we breathe,Let's go out for some fresh air.
157,aircraft,noun,b2,/?e?krɑ?ft/,/?erkr?ft/,飞行器（任何能飞并携带货物或乘客的交通工具）,any vehicle that can fly and carry goods or passengers,fighter/transport/military aircraft
158,airline,noun,a2,/?e?la?n/,/?erla?n/,航空公司（提供定期航班以运送乘客和货物到不同地方的公司）,a company that provides regular flights to take passengers and goods to different places,an airline pilot/passenger
159,airport,noun,a1,/?e?p??t/,/?erp??rt/,机场（飞机起降并设有乘客候机楼的地方）,a place where planes land and take off and that has buildings for passengers to wait in,Gatwick Airport
160,alarm,noun,b1,/??lɑ?m/,/??lɑ?rm/,警报（警告人们危险或问题的巨大噪音或信号）,a loud noise or a signal that warns people of danger or of a problem,She decided to sound the alarm (= warn people that the situation was dangerous).
161,alarm,verb,b2,/??lɑ?m/,/??lɑ?rm/,使惊恐（使某人焦虑或害怕）,to make somebody anxious or afraid,I can only guess that they don't want to alarm the public yet.
162,albeit,conjunction,c1,/???l?bi??t/,/???l?bi??t/,尽管（虽然）,although,"He finally agreed, albeit reluctantly, to help us."
163,album,noun,b1,/??lb?m/,/??lb?m/,相册，专辑（保存照片、邮票等的本子；音乐专辑）,"a book in which you keep photographs, stamps, etc.",a photo album
164,alcohol,noun,b1,/??lk?h?l/,/??lk?h??l/,酒精（能使人醉的饮料，如啤酒、葡萄酒等）,"drinks such as beer, wine, etc. that can make people drunk",He never drinks alcohol.
165,alcoholic,adjective,b1,/??lk??h?l?k/,/??lk??hɑ?l?k/,酒精的（与酒精有关或含有酒精的）,connected with or containing alcohol,alcoholic drinks/beverages
166,alert,adjective,c1,/??l??t/,/??l??rt/,警觉的（能迅速思考；敏锐察觉事物）,able to think quickly; quick to notice things,Suddenly he found himself awake and fully alert.
167,alert,noun,c1,/??l??t/,/??l??rt/,警戒（人们警惕危险并准备处理的情况）,a situation in which people are watching for danger and ready to deal with it,"on the alert (for something), Police are warning the public to be on the alert for suspicious packages."
168,alert,verb,c1,/??l??t/,/??l??rt/,向...报警（警告某人危险情况或需要立即行动的情况）,to warn somebody about a dangerous situation or one that requires immediate action,"alert somebody, Neighbours quickly alerted the emergency services."
169,alien,adjective,c1,/?e?li?n/,/?e?li?n/,异域的，陌生的（陌生且令人惊吓；与你习惯的不同）,strange and frightening; different from what you are used to,an alien environment
170,alien,noun,b2,/?e?li?n/,/?e?li?n/,外星人，外侨（非居住或工作所在国公民的人；外星生命）,a person who is not a citizen of the country in which they live or work,an illegal alien
171,align,verb,c1,/??la?n/,/??la?n/,对齐，结盟（使某物处于正确位置，或与他物对齐，尤其是成直线）,"to arrange something in the correct position, or to be in the correct position, in relation to something else, especially in a straight line",Make sure the shelf is aligned with the top of the cupboard.
172,alignment,noun,c1,/??la?nm?nt/,/??la?nm?nt/,队列，结盟（成直线排列；结盟）,arrangement in a straight line,"the alignment of the sun, moon and earth at a particular time"
173,alike,adjective,c1,/??la?k/,/??la?k/,相似的（非常相像）,very similar,My sister and I do not look alike.
174,alike,adverb,c1,/??la?k/,/??la?k/,相似地（以非常相似的方式）,in a very similar way,They tried to treat all their children alike.
175,alive,adjective,a2,/??la?v/,/??la?v/,活着的（活着的；未死的）,living; not dead,Is your mother still alive?
176,all,adverb,a2,/??l/,/??l/,完全地（完全地）,completely,She was dressed all in white.
177,all,determiner,a1,/??l/,/??l/,全部的（全体数量的）,the whole number of,"All horses are animals, but not all animals are horses."
178,all,pronoun,a1,/??l/,/??l/,全部（全部数量或金额）,the whole number or amount,All of the food has gone.
179,all right,adjective,a2,/??l ?ra?t/,/??l ?ra?t/,好，行（可接受的）,acceptable; in an acceptable manner,Is the coffee all right?
180,all right,adverb,a2,/??l ?ra?t/,/??l ?ra?t/,好，行（以可接受的方式）,acceptable; in an acceptable manner,Is the coffee all right?
181,all right,exclamation,a2,/??l ?ra?t/,/??l ?ra?t/,好吧（用于确认某人同意或理解）,used to check that somebody agrees or understands,"We've got to get up early, all right?"
182,allegation,noun,c1,/??l??ɡe??n/,/??l??ɡe??n/,指控（在未提供证据的情况下公开指责某人做错事或违法）,"a public statement that is made without giving proof, accusing somebody of doing something that is wrong or illegal",to investigate/deny/withdraw an allegation
183,allege,verb,c1,/??led?/,/??led?/,断言（声称某事是事实但未提供证据）,to state something as a fact but without giving proof,"allege (that)…, The prosecution alleges (that) she was driving carelessly."
184,allegedly,adverb,c1,/??led??dli/,/??led??dli/,据说（表现得好像某事是事实但未提供任何证据）,expressed as though something is a fact but without giving any proof,crimes allegedly committed during the war
185,alliance,noun,c1,/??la??ns/,/??la??ns/,联盟（国家、政党等为实现共同目标而合作达成的协议）,"an agreement between countries, political parties, etc. to work together in order to achieve something that they all want",to form/make an alliance
186,allocate,verb,c1,/??l?ke?t/,/??l?ke?t/,分配（为特定目的正式向某人/某物提供某物）,to give something officially to somebody/something for a particular purpose,"allocate something (for something), A large sum has been allocated for buying new books for the library."
187,allocation,noun,c1,/??l??ke??n/,/??l??ke??n/,分配（为特定目的分给某人的金钱、空间等数额）,"an amount of money, space, etc. that is given to somebody for a particular purpose",We have spent our entire allocation for the year.
188,allow,verb,a2,/??la?/,/??la?/,允许（让某人/某事做某事；让某事发生或被完成）,to let somebody/something do something; to let something happen or be done,"allow somebody/something to do something, His parents won't allow him to stay out late."
189,allowance,noun,c1,/??la??ns/,/??la??ns/,津贴（定期或为特定目的给某人的钱）,an amount of money that is given to somebody regularly or for a particular purpose,an allowance of $20 a day
190,ally,noun,c1,/??la?/,/??la?/,盟友（同意在发生战争等情况下互相帮助和支持的国家）,"a country that has agreed to help and support another country, especially in case of a war",our European/NATO allies
191,almost,adverb,a2,/???lm??st/,/???lm??st/,几乎（不完全是）,not quite,I like almost all of them.
192,alone,adjective,a2,/??l??n/,/??l??n/,独自的（没有其他人在场）,without any other people,"not alone in, Tom is not alone in finding Rick hard to work with."
193,alone,adverb,a2,/??l??n/,/??l??n/,独自地（没有其他人在场）,without any other people,"not alone in, Tom is not alone in finding Rick hard to work with."
194,along,adverb,a2,/??l??/,/??l???/,向前（向前）,forward,I was just walking along singing to myself.
195,along,preposition,a2,/??l??/,/??l???/,沿着（从某物的一端到另一端或朝向另一端）,from one end to or towards the other end of something,They walked slowly along the road.
196,alongside,preposition,b2,/??l???sa?d/,/??l????sa?d/,在旁边（在某物旁边或侧面）,next to or at the side of something,A police car pulled up alongside us.
197,already,adverb,a2,/??l?redi/,/??l?redi/,已经（在现在或过去某个特定时间之前）,before now or before a particular time in the past,"‘Lunch?’ ‘No thanks, I've already eaten.’"
198,also,adverb,a1,/???ls??/,/???ls??/,也（此外；同样）,in addition; too,She's fluent in French and German. She also speaks a little Italian.
199,alter,verb,b2,/???lt?(r)/,/???lt?r/,改变（变得不同；使某人/某事变得不同）,to become different; to make somebody/something different,Prices did not alter significantly during 2019.
200,alternative,adjective,b1,/??l?t??n?t?v/,/??l?t??rn?t?v/,替代方案（两者或更多选择中的一种）,that can be used instead of something else,The road was closed so we had to find an alternative route.
201,alternative,noun,a2,/??l?t??n?t?v/,/??l?t??rn?t?v/,替代的（非传统的；作为另一种选择的）,a thing that you can choose to do or have out of two or more possibilities,The car is too expensive so we're trying to find a cheaper alternative.
202,although,conjunction,a2,/??l?e??/,/??l?e??/,虽然（尽管）,used for introducing a statement that makes the main statement in a sentence seem surprising,"Although the sun was shining, it wasn't very warm."
203,altogether,adverb,b2,/???lt??ɡee?(r)/,/???lt??ɡee?r/,高度，海拔（海平面以上的高度）,(used to emphasize something) completely; in every way,The train went slower and slower until it stopped altogether.
204,aluminium,noun,c1,/??lj??m?ni?m/,/??lj??m?ni?m/,总共，完全（完全地；在所有方面）,"a chemical element. Aluminium is a light, silver-grey metal used for making pans, etc.",aluminium saucepans/window frames
205,always,adverb,a1,/???lwe?z/,/???lwe?z/,铝（一种轻盈的银白色金属）,at all times; on every occasion,There's almost always somebody at home in the evenings.
206,amateur,adjective,c1,/??m?t?(r)/,/??m?t?r/,总是（在所有时间；在所有场合）,"doing something for pleasure or interest, not as a job",an amateur photographer
207,amateur,noun,c1,/??m?t?(r)/,/??m?t?r/,业余的（为了兴趣而非职业而做某事的人）,"a person who takes part in a sport or other activity for pleasure, not as a job",The tournament is open to both amateurs and professionals.
208,amazed,adjective,b1,/??me?zd/,/??me?zd/,业余的（非职业的）,very surprised,an amazed look
